Kode SDS,Nama Data,,Konsep,,Definisi,Penyajian,Isian,Ukuran,Satuan,,
K01639,,Perdagangan,,Tatanan kegiatan yang terkait dengan transaksi barang dan/atau jasa di dalam negeri dan melampaui batas wilayah negara dengan tujuan pengalihan hak atas barang dan/atau jasa untuk memperoleh imbalan atau kompensasi.,,,,,,,
K01640,,Perdagangan Besar,,"Penjualan kembali barang baru dan bekas ke pengecer; perdagangan antarbisnis, seperti pengguna industri, komersial, institusi atau profesional; atau penjualan kembali ke pedagang grosir lainnya atau pihak yang bertindak sebagai agen atau perantara dalam pembelian atau penjualan barang untuk orang atau perusahaan tersebut.",,,,,,,
K00415,,Perdagangan Melalui Sistem Elektronik (PMSE)/Electronic Commerce (E-commerce),,Perdagangan yang transaksinya dilakukan melalui serangkaian perangkat dan prosedur elektronik.,,,,,,,
K01642,,Perdagangan Orang,,"Tindakan perekrutan, pengangkutan, penampungan, pengiriman, pemindahan, atau penerimaan seseorang dengan ancaman kekerasan, penggunaan kekerasan, penculikan, penyekapan, pemalsuan, penipuan, penyalahgunaan kekuasaan atau posisi rentan, penjeratan utang atau memberi bayaran atau manfaat, sehingga memperoleh persetujuan dari orang yang memegang kendali atas orang lain tersebut, baik yang dilakukan di dalam negara maupun antarnegara, untuk tujuan eksploitasi atau mengakibatkan orang tereksploitasi.",,,,,,,
K01643,,Perdesaan,,"Status suatu wilayah administrasi setingkat desa/kelurahan yang memenuhi kriteria kepadatan penduduk yang rendah, persentase masyarakat yang bekerja di sektor pertanian yang tinggi, dan terbatasnya keberadaan fasilitas sosial.",,,,,,,
K01647,,Perempuan,,"Orang (manusia) yang mempunyai ciri fisiologis tertentu, seperti menstruasi,  hamil, melahirkan anak, dan/atau menyusui.",,,,,,,
K01651,,Perguruan Tinggi,,"Pendidikan pada jalur pendidikan formal setelah pendidikan menengah yang dapat berupa program pendidikan diploma, sarjana, magister, spesialis, dan doktoral.",,,,,,,
K01654,,Perhutanan Sosial,,"Sistem pengelolaan hutan lestari yang dilaksanakan dalam kawasan hutan negara atau hutan hak/hutan adat yang dilaksanakan oleh masyarakat setempat atau masyarakat hukum adat sebagai pelaku utama untuk meningkatkan kesejahteraannya, keseimbangan lingkungan  dan dinamika sosial budaya.",,,,,,,
K01655,,Perikanan,,"Segala sesuatu yang bersangkutan dengan penangkapan, pemiaraan, dan pembudidayaan ikan.",,,,,,,
K02376,,Perjalanan Wisata,,Bepergian/perjalanan yang dilakukan oleh penduduk Indonesia dari tempat tinggal biasanya ke tempat di luar lingkungan sehari-hari di wilayah geografis Indonesia secara sukarela selama kurang dari 12 bulan dan bukan bertujuan untuk bekerja (memperoleh upah/gaji dari penduduk di tempat yang dituju) atau sekolah secara rutin.,,,,,,,
K01665,,Perjanjian Kerja Sama,,Kesepakatan formal antara dua pihak atau lebih untuk bekerja sama dalam mencapai tujuan tertentu.,,,,,,,
K01673,,Perkeretaapian,,"Kesatuan sistem yang terdiri atas prasarana, sarana, dan sumber daya manusia, serta norma, kriteria, persyaratan, dan prosedur untuk penyelenggaraan transportasi kereta api.",,,,,,,
K01679,,Perkotaan,,"Status suatu wilayah administrasi setingkat desa/kelurahan yang memenuhi kriteria kepadatan penduduk yang tinggi, persentase masyarakat yang bekerja di sektor pertanian yang rendah, dan keberadaan fasilitas sosial.",,,,,,,
K01681,,Perlindungan Anak,,"Segala kegiatan untuk menjamin dan melindungi anak dan hak-haknya agar dapat hidup, tumbuh, berkembang, dan berpartisipasi secara optimal sesuai dengan harkat dan martabat kemanusiaan, serta mendapat perlindungan dari kekerasan dan diskriminasi.",,,,,,,
K01685,,Perlindungan Sosial,,"Segala bentuk kebijakan dan intervensi publik yang dilakukan untuk mencegah dan menangani risiko dari guncangan dan kerentanan, baik yang bersifat fisik, ekonomi, maupun sosial, terutama yang dialami oleh orang yang hidup dalam kemiskinan.",,,,,,,
K01686,,Perlintasan Sebidang Rel Kereta Api,,Perpotongan antara jalan dengan jalur kereta api.,,,,,,,
K01687,,Permainan Rakyat,,"Permainan yang didasarkan pada nilai tertentu,  dilakukan oleh kelompok masyarakat secara terus-menerus, dan
diwariskan pada generasi berikutnya serta bertujuan untuk menghibur diri, misalnya permainan kelereng, congklak, gasing, dan gobak sodor.",,,,,,,
K02377,,Permukiman,,Daerah tempat orang bertempat tinggal atau berdiam.,,,,,,,
K01692,,Pernikahan/Perkawinan,,Ikatan lahir batin antara seorang pria dengan seorang wanita dengan tujuan membentuk keluarga/rumah tangga.,,,,,,,
K01694,,Perpustakaan,,"Institusi pengelola koleksi karya tulis, karya cetak, dan/atau karya rekam  secara profesional dengan sistem yang baku guna memenuhi kebutuhan pendidikan, penelitian, pelestarian, informasi, dan rekreasi para pemustaka.",,,,,,,
K01700,,Persediaan/Inventori,,"Barang yang tersedia, baik bahan baku dan bahan penolong, bahan bakar, bahan pembungkus, barang produksi setengah jadi, maupun barang jadi yang ada di gudang/inventori yang tercatat.",,,,,,,
K01704,,Persuratan,,"Proses pengurusan surat resmi yang diawali dari pembuatan, konsep naskah surat, hingga diakhiri dengan selesainya pendistribusian surat.",,,,,,,
K01705,,Pertanian,,"Kegiatan mengelola sumber daya alam hayati dengan bantuan teknologi, modal, tenaga kerja, dan manajemen untuk menghasilkan komoditas yang mencakup tanaman pangan, hortikultura, perkebunan, dan/atau peternakan dalam suatu agroekosistem.",,,,,,,
K01707,,Pertanian Perkotaan/Urban Farming,,"Pertanian yang dilakukan di wilayah perkotaan pada lahan terbatas dengan sebagian besar media tanam di permukaan tanah secara langsung atau di media pot dan sejenisnya serta menggunakan teknologi, seperti hidroponik, akuaponik,
vertikultura, media terpal, atau sejenisnya.",,,,,,,
K01709,,Pertumbuhan Anak,,"Bertambahnya ukuran dan jumlah sel serta jaringan interselular yang ditunjukkan dengan bertambahnya ukuran fisik dan struktur tubuh, baik sebagian maupun keseluruhan, sehingga dapat diukur dengan satuan panjang dan berat.",,,,,,,
K01710,,Pertumbuhan Ekonomi,,Proses perubahan kondisi perekonomian suatu negara secara berkesinambungan menuju keadaan yang lebih baik selama periode tertentu.,,,,,,,
K01711,,Pertunjukan/Pameran Seni,,"Karya seni yang dipertontonkan maupun dipamerkan pada suatu pertunjukan atau event tertentu sehingga dapat dinikmati atau diapresiasi oleh masyarakat luas meliputi antara lain: seni film, seni musik/suara, seni rupa, seni sastra, seni tari budaya Indonesia, seni teater/pewayangan, dan seni lainnya.",,,,,,,
K02378,,Perubahan Iklim,,Peralihan cuaca yang mencolok yang terjadi di antara dua periode tertentu dari suatu wilayah iklim.,,,,,,,
K01714,,Perumahan,,Kumpulan beberapa buah rumah; rumah-rumah tempat tinggal.,,,,,,,
K01715,,Perundungan/Bullying,,"Segala bentuk penindasan atau kekerasan yang dilakukan dengan sengaja oleh satu orang atau sekelompok orang yang lebih kuat atau berkuasa terhadap orang lain, dengan tujuan untuk menyakiti dan dilakukan secara terus menerus.",,,,,,,
K01716,,Perusahaan,,"Suatu badan yang melakukan kegiatan ekonomi dengan menanggung risiko usaha, baik berbadan hukum maupun tidak, yang mempekerjakan pekerja/buruh dengan membayar upah atau imbalan dalam bentuk lain.",,,,,,,
K01735,,Peserta Didik,,"Anggota masyarakat yang berusaha mengembangkan potensi diri melalui proses pembelajaran yang tersedia pada jalur, jenjang, dan jenis pendidikan tertentu.",,,,,,,
K01736,,Peserta Pelatihan,,Orang yang ikut serta dalam program pendidikan dan pelatihan dengan tujuan untuk mendapatkan nilai tambah berupa peningkatan pengetahuan dan ketrampilan atau kompetensi.,,,,,,,
K01742,,Petambak Garam,,"Setiap orang yang melakukan kegiatan usaha pergaraman, termasuk pemilik dan/atau penggarap tambak garam.",,,,,,,
K01744,,Petani,,"Seseorang dan/atau beserta  keluarganya yang melakukan usaha pertanian di bidang tanaman pangan, hortikultura, perkebunan, dan/atau peternakan.",,,,,,,
K01745,,Petani Gurem,,"Seseorang dan/atau beserta keluarganya yang melakukan usaha pertanian dengan penguasaan lahan pertanian kurang dari 0,5 hektare.",,,,,,,
K00734,,Pidana,,"Kejahatan (tentang pembunuhan, perampokan, korupsi, dan sebagainya); kriminal.",,,,,,,
K01749,,Pidana Khusus,,Pidana yang diatur di luar Kitab Undang-Undang Hukum Pidana dan memiliki ketentuan-ketentuan khusus acara pidana.,,,,,,,
K01753,,Pola Pangan Harapan (PPH),,"Susunan beragam pangan yang didasarkan atas proporsi keseimbangan energi dari berbagai kelompok pangan untuk memenuhi kebutuhan energi dan zat gizi lainnya, baik dalam jumlah maupun mutu dengan mempertimbangkan segi daya terima, ketersediaan pangan, ekonomi, budaya dan agama.",,,,,,,
K01755,,Pompa Banjir,,Salah satu jenis prasarana pengendali banjir untuk mengubah aliran dan/atau alur sungai.,,,,,,,
K01756,,Pondok Bersalin Desa (Polindes),,"Bangunan yang dibangun dengan sumbangan dana pemerintah dan partisipasi masyarakat desa untuk tempat pertolongan persalinan dan pemondokan ibu bersalin, sekaligus empat tinggal bidan di desa. Di samping pertolongan persalinan juga dilakukan pelayanan Kesehatan Ibu dan Anak (KIA), Keluarga Berencana (KB), dan pelayanan kesehatan lain sesuai kebutuhan masyarakat dan kompentensi teknis bidan tersebut.",,,,,,,
K01760,,Pos Kesehatan Desa (Poskesdes),,Sarana kesehatan/bangunan yang dibentuk di desa/kelurahan dalam rangka mendekatkan/menyediakan pelayanan kesehatan dasar bagi masyarakat desa/kelurahan.,,,,,,,
K01761,,Pos Lintas Batas Negara (PLBN),,"Tempat yang ditunjuk pada perbatasan wilayah negara untuk memberitahukan dan menyelesaikan kewajiban pabean, imigrasi, karantina, dan keamanan terhadap barang yang dibawa oleh pelintas batas.",,,,,,,
K01765,,Post-Enumeration Survey,,Survei sampel yang dilaksanakan segera setelah sensus untuk tujuan utama mengevaluasi sensus.,,,,,,,
K01766,,Posyandu,,"Salah satu bentuk upaya kesehatan bersumber daya masyarakat yang dikelola dan diselenggarakan dari, oleh, untuk dan bersama masyarakat dalam penyelenggaraan pembangunan kesehatan, guna memberdayakan masyarakat dan memberikan kemudahan kepada masyarakat dalam memperoleh pelayanan kesehatan dasar untuk mempercepat penurunan angka kematian ibu dan bayi.",,,,,,,
K01773,,Produk,,Barang atau jasa yang dibuat dan ditambah gunanya atau nilainya dalam proses produksi dan menjadi hasil akhir dari proses produksi itu.,,,,,,,
K01775,,Produk Domestik Bruto (PDB),,"Nilai tambah yang dihasilkan oleh seluruh unit usaha dalam suatu negara  tertentu, atau merupakan nilai ekonomi barang dan jasa akhir yang dihasilkan oleh seluruh unit ekonomi.",,,,,,,
K01776,,Produk Domestik Regional Bruto (PDRB),,"Nilai tambah yang dihasilkan oleh seluruh unit usaha dalam sektor perekonomian pada suatu wilayah,  atau merupakan nilai ekonomi barang dan jasa akhir yang dihasilkan oleh seluruh unit ekonomi di wilayah tertentu.",,,,,,,
K01779,,Produksi,,Proses mengeluarkan hasil.,,,,,,,
K01781,,Produksi Ikutan,,Produk lain yang dihasilkan sejalan dengan produk utama dengan suatu proses dan teknologi yang sama.,,,,,,,
K01811,,Program Pelatihan,,Suatu rumusan tertulis yang memuat rancangan pencapaian kompetensi secara komprehensif sebagai dasar pelaksanaan berbagi pengetahuan dan/atau keterampilan yang diselenggarakan berdasarkan  kurikulum berbasis kompetensi.,,,,,,,
K01827,,Psikolog Klinis,,"Setiap orang yang telah lulus pendidikan yang berkaitan dengan proses mental, baik normal maupun abnormal dan pengaruhnya pada perilaku individu.",,,,,,,
K01828,,Psikotropika,,"Zat atau obat, baik alamiah maupun sintetis bukan narkotika, yang berkhasiat psikoatif melalui pangaruh selektif pada susunan saraf pusat yang menyebabkan perubahan khas pada aktivitas mental dan perilaku.",,,,,,,
K01829,,Publikasi Ilmiah,,"Penerbitan hasil karya pemikiran sesorang/sekelompok orang dalam bentuk karya tulis ilmiah yang ditulis berdasarkan data dan fakta (observasi, eksperimen, kajian pustaka).",,,,,,,
K01832,,Puncak,,Bagian permukaan bumi yang memiliki elevasi atau perbedaan ketinggian terhadap daerah sekitarnya (di atas permukaan laut) lebih dari 30 meter atau memiliki kemiringan lebih dari 50 derajat.,,,,,,,
K01833,,Pupuk,,"Bahan yang diberikan pada tanah, air, atau daun dengan tujuan untuk memperbaiki pertumbuhan tanaman, baik secara langsung maupun tidak langsung, atau menambah unsur hara.",,,,,,,
K01838,,Pusat Kesehatan Masyarakat (Puskesmas),,"Fasilitas pelayanan kesehatan yang menyelenggarakan upaya kesehatan masyarakat dan upaya kesehatan perseorangan tingkat pertama, dengan lebih mengutamakan upaya promotif dan preventif di wilayah kerjanya.",,,,,,,
K02379,,Puso,,"Suatu keadaan kerusakan tanaman atau bagian tanaman yang dapat disebabkan serangan organisme pengganggu tanaman (OPT), dampak perubahan iklim, dan/atau sebab lainnya sehingga hasil panen tidak lebih dari 11% dari keadaan normal.",,,,,,,
K02380,,Putus Sekolah,,Predikat yang diberikan kepada mantan peserta didik yang tidak mampu menyelesaikan suatu jenjang pendidikan sehingga tidak dapat  melanjutkan studinya ke jenjang pendidikan berikutnya.,,,,,,,
K01848,,Rawa,,"Lahan genangan air secara alamiah yang terjadi terus menerus atau musiman akibat drainase alamiah yang terhambat serta mempunyai ciri-ciri khusus secara fisik, kimiawi, dan biologis.",,,,,,,
K01851,,Rawat Jalan,,"Pelayanan pasien untuk observasi, diagnosis, pengobatan, rehabilitasi medis, dan pelayanan kesehatan lainnya tanpa menginap di rumah sakit.",,,,,,,
K01858,,Reboisasi,,Upaya penanaman jenis pohon pada kawasan hutan untuk mengembalikan fungsi hutan.,,,,,,,
K01861,,Registrasi,,Pencatatan; pendaftaran (dalam register).,,,,,,,
K01867,,Rehabilitasi Hutan dan Lahan,,"Upaya untuk memulihkan, mempertahankan dan meningkatkan fungsi hutan dan lahan sehingga daya dukung, produktifitas dan peranannya dalam mendukung sistem penyangga kehidupan tetap terjaga.",,,,,,,
K01870,,Rehabilitasi Penyalah Guna Narkotika,,"Suatu proses pemulihan klien gangguan penyalahgunaan narkotika dan zat adiktif, baik dalam bentuk rawat jalan maupun rawat inap, baik dalam jangka waktu pendek maupun panjang, yang bertujuan untuk mengubah perilaku dan mengembalikan fungsi individu tersebut di masyarakat.",,,,,,,
K01876,,Remisi,,Pengurangan masa pidana yang diberikan kepada narapidana yang memenuhi syarat yang ditentukan dalam ketentuan peraturan perundang-undangan.,,,,,,,
K01877,,Remitansi,,Transfer uang yang dilakukan oleh pekerja asing (migran) ke penerima negara asalnya.,,,,,,,
K01896,,Residivis,,Mantan narapidana yang mengulangi tindak pidana dalam kurun waktu 2 tahun setelah dinyatakan bebas.,,,,,,,
K01898,,Retribusi Daerah,,Pendapatan atas pungutan daerah sebagai pembayaran atas jasa atau pemberian izin tertentu yang khusus disediakan dan/atau diberikan oleh pemerintah daerah untuk kepentingan orang pribadi atau badan.,,,,,,,
K01904,,Rombongan Belajar,,Kelompok peserta didik yang  terdaftar pada satuan kelas dalam satu satuan pendidikan.,,,,,,,
K01905,,Ruang Kelas,,"Suatu ruangan di dalam bangunan sekolah atau kampus, yang berfungsi sebagai tempat untuk kegiatan tatap muka dalam proses kegiatan belajar mengajar (KBM).",,,,,,,
K01907,,Ruang Terbuka Hijau (RTH),,"Area memanjang/jalur dan/atau mengelompok, yang penggunaannya lebih bersifat terbuka, tempat tumbuh tanaman, baik yang tumbuh secara alamiah maupun yang sengaja ditanam.",,,,,,,
K02381,,Ruas Jalan,,"Bagian jalan yang terletak di antara dua simpang, baik yang sebidang maupun yang tidak sebidang, baik yang diberi isyarat lalu lintas maupun tidak.",,,,,,,
K01913,,Rumah Ibadat/Rumah Ibadah,,"Bangunan yang memiliki ciri-ciri tertentu yang khusus dipergunakan untuk beribadat bagi pemeluk masing-masing agama secara permanen, tidak termasuk tempat ibadat keluarga.",,,,,,,
K01915,,Rumah Layak Huni,,Rumah yang memenuhi persyaratan keselamatan bangunan dan kecukupan minimum luas bangunan serta kesehatan penghuninya.,,,,,,,
K01919,,Rumah Sakit,,"Institusi pelayanan kesehatan yang  menyelenggarakan pelayanan kesehatan perorangan secara paripurna yang menyediakan pelayanan rawat inap, rawat jalan, dan gawat darurat.",,,,,,,
K01920,,Rumah Sakit Bersalin (RSB),,"Rumah sakit khusus untuk persalinan, dilengkapi pelayanan spesialis pemeriksaan kehamilan, persalinan, rawat inap, dan rawat jalan ibu dan anak yang berada dibawah pengawasan dokter spesialis kandungan.",,,,,,,
K01923,,Rumah Susun,,"Bangunan gedung bertingkat yang dibangun dalam suatu lingkungan yang terbagi dalam bagian-bagian yang distrukturkan secara fungsional, baik dalam arah horizontal maupun vertikal dan merupakan satuan-satuan yang masing- masing dapat dimiliki dan digunakan secara terpisah, terutama untuk tempat hunian yang dilengkapi dengan bagian bersama, benda bersama dan tanah bersama.",,,,,,,
K01925,,Rumah Tangga,,Seseorang atau sekelompok orang yang tinggal bersama dalam satu pengelolaan makan/minum dan pemenuhan kebutuhan sehari-hari.,,,,,,,
K01932,,Rumah Tangga Usaha Pertanian (RTUP),,Rumah tangga yang memelihara/menguasai/melakukan kegiatan pertanian dengan tujuan sebagian atau seluruh hasilnya untuk dijual/ditukar (khusus tanaman pangan termasuk yang seluruhnya dikonsumsi sendiri).,,,,,,,
K01938,,Rute Penerbangan,,Lintasan pesawat udara dari bandar udara asal ke bandar udara tujuan malalui jalur penerbangan yang telah ditetapkan.,,,,,,,
K01939,,Sabo Dam,,"Bangunan yang dipasang melintang alur di hulu sungai lahar yang berfungsi untuk mengendalikan dasar sungai bagian hilir agar tetap stabil meskipun ada suplai material, atau sedimen yang terangkut oleh aliran air  di suatu wilayah.",,,,,,,
K01941,,Saluran,,Struktur kanal atau pipa yang berfungsi untuk menyalurkan air atau barang cair.,,,,,,,
K01945,,Sampah,,Sisa kegiatan sehari-hari dan/atau proses alam yang berbentuk padat.,,,,,,,
